arm,rho,stride,anls,vis_tok
dense,,,0.9952830188679245,2884.75
uniform,0.5,2,0.964622641509434,2125.0
csf,0.5,2,1.0,2047.25
uniform,0.35,2,0.964622641509434,1726.375
csf,0.35,2,0.8503966552315609,1688.375
uniform,0.25,2,0.9410377358490566,1444.625
csf,0.25,2,0.875,1429.875
uniform,0.15,2,0.839622641509434,1159.0
csf,0.15,2,0.8551136363636364,1153.125
